iter	Passed	Remaining
894	1497	175
895	1500	174
896	1501	172
897	1503	170
898	1504	169
899	1505	167
900	1507	165
901	1508	163
902	1509	162
903	1510	160
904	1511	158
905	1511	156
906	1512	155
907	1515	153
908	1517	151
909	1518	150
910	1519	148
911	1520	146
912	1521	144
913	1522	143
914	1524	141
915	1525	139
916	1526	138
917	1527	136
918	1529	134
919	1531	133
920	1532	131
921	1533	129
922	1534	127
923	1535	126
924	1537	124
925	1539	122
926	1540	121
927	1542	119
928	1543	117
929	1544	116
930	1545	114
931	1546	112
932	1547	111
933	1548	109
934	1549	107
935	1551	106
936	1553	104
937	1554	102
938	1556	101
939	1557	99
940	1558	97
941	1559	96
942	1560	94
943	1561	92
944	1562	90
945	1563	89
946	1565	87
947	1566	85
948	1567	84
949	1568	82
950	1570	80
951	1571	79
952	1573	77
953	1575	75
954	1576	74
955	1577	72
956	1578	70
957	1579	69
958	1581	67
959	1582	65
960	1583	64
961	1584	62
962	1584	60
963	1585	59
964	1586	57
965	1588	55
966	1590	54
967	1592	52
968	1593	50
969	1594	49
970	1595	47
971	1596	46
972	1597	44
973	1598	42
974	1599	41
975	1600	39
976	1603	37
977	1604	36
978	1605	34
979	1606	32
980	1608	31
981	1609	29
982	1611	27
983	1613	26
984	1614	24
985	1615	22
986	1617	21
987	1618	19
988	1620	18
989	1620	16
990	1621	14
991	1622	13
992	1624	11
993	1626	9
994	1627	8
995	1628	6
996	1629	4
997	1631	3
998	1633	1
999	1634	0
